id_persona,jefe_hogar,sexo,edad,ocupado,trabajador_informal,tiene_billetera,usa_billetera,credito_formal_2024,factor_expansion,nivel_educativo,estrato,dominio,miembros_hogar,conglomerado,ingreso_percapita_2024,gasto_percapita_2024,credito_formal_2025,ingreso_percapita_2025,gasto_percapita_2025,razon_no_credito,razon_demanda,razon_deuda,razon_intereses,razon_costos,razon_requisitos,razon_infocorp,razon_otro,tiene_barrera_credito,credito_informal_2025,nuevo_credito_formal
15692-101-11-1,1,1,65.0,1,1.0,0,0,0,157.562469482422,6.0,4,3,1,15692,46242.34375,21602.611328125,0,18889.328125,23161.818359375,6.0,1,0,0,0,0,0,0,0,0,0
15693-13-11-1,1,1,51.0,1,1.0,0,0,0,180.606674194336,5.0,4,3,4,15693,17098.62109375,9657.4296875,0,13802.71484375,12697.0537109375,6.0,1,0,0,0,0,0,0,0,0,0
15693-39-11-1,1,2,89.0,1,1.0,0,0,0,180.606674194336,3.0,4,3,2,15693,3249.675048828125,3455.886962890625,0,3442.435791015625,3011.770751953125,12.0,0,0,0,0,0,0,1,1,0,0
15693-75-11-1,1,2,61.0,1,1.0,0,0,0,180.606674194336,1.0,4,3,1,15693,10331.9072265625,10918.0126953125,0,11641.45703125,10867.8330078125,6.0,1,0,0,0,0,0,0,0,0,0
15694-21-11-1,1,2,59.0,1,1.0,1,1,0,180.606674194336,8.0,4,3,1,15694,50588.17578125,24266.859375,0,23887.146484375,21314.923828125,6.0,1,0,0,0,0,0,0,0,0,0
15694-48-11-1,1,1,56.0,1,1.0,0,0,0,180.606674194336,5.0,4,3,1,15694,15784.2880859375,7359.73876953125,1,25301.54296875,14197.0439453125,11.0,0,0,0,0,0,1,0,1,0,1
15695-25-11-1,1,2,45.0,1,0.0,1,1,0,376.696166992188,10.0,4,3,4,15695,15338.9375,14972.0859375,0,19005.419921875,22212.9765625,6.0,1,0,0,0,0,0,0,0,0,0
15696-41-11-1,1,1,30.0,1,1.0,0,0,0,338.474517822266,6.0,4,3,4,15696,12508.0078125,11788.548828125,0,9055.3427734375,8433.9541015625,11.0,0,0,0,0,0,1,0,1,0,0
15696-116-11-1,1,2,54.0,1,1.0,0,0,0,338.474517822266,6.0,4,3,2,15696,13146.9853515625,8651.146484375,0,22595.07421875,13972.2978515625,6.0,1,0,0,0,0,0,0,0,0,0
15696-151-11-1,1,2,55.0,1,1.0,0,0,0,338.474517822266,4.0,4,3,3,15696,7724.103515625,4873.802408854167,0,15057.73828125,15400.397135416666,6.0,1,0,0,0,0,0,0,0,0,0
15697-2-11-1,1,2,31.0,1,1.0,1,1,0,171.927291870117,6.0,5,3,3,15697,6109.69921875,6750.258463541667,0,9928.78125,11790.869140625,8.0,0,0,1,0,0,0,0,1,0,0
15697-22-11-1,1,1,49.0,1,0.0,0,0,0,171.927291870117,8.0,5,3,3,15697,37509.122395833336,24438.546875,0,103406.78125,28004.98177083333,6.0,1,0,0,0,0,0,0,0,0,0
15698-61-11-1,1,1,69.0,1,0.0,1,0,0,180.606674194336,10.0,5,3,2,15698,57762.3046875,8323.6435546875,0,27877.76171875,7525.81396484375,6.0,1,0,0,0,0,0,0,0,0,0
15698-99-11-1,1,1,39.0,1,1.0,1,1,0,180.606674194336,6.0,5,3,4,15698,13228.2275390625,5738.7861328125,1,7514.15283203125,5048.24072265625,6.0,1,0,0,0,0,0,0,0,0,1
15698-116-11-1,1,2,54.0,1,1.0,0,0,0,180.606674194336,3.0,5,3,2,15698,27021.91796875,8041.52734375,0,10414.5478515625,6573.87109375,6.0,1,0,0,0,0,0,0,0,0,0
15699-8-11-1,1,1,49.0,1,0.0,1,0,0,116.31559753418,9.0,4,3,4,15699,21712.607421875,11769.4775390625,1,28271.361328125,14951.25,6.0,1,0,0,0,0,0,0,0,0,1
15701-83-11-1,1,2,60.0,1,0.0,0,0,0,169.818359375,3.0,5,3,2,15701,32798.25390625,13151.51171875,1,47728.328125,13316.1552734375,7.0,0,1,0,0,0,0,0,1,0,1
15702-12-11-1,1,2,61.0,1,0.0,0,0,0,180.606674194336,3.0,5,3,4,15702,19775.69140625,9323.6015625,0,12872.0375,8577.9359375,6.0,1,0,0,0,0,0,0,0,0,0
15702-31-11-1,1,1,32.0,1,1.0,0,0,0,180.606674194336,5.0,5,3,4,15702,10261.1669921875,6737.84912109375,0,8700.3720703125,8825.189453125,6.0,1,0,0,0,0,0,0,0,0,0
15702-49-11-1,1,2,36.0,1,1.0,0,0,0,180.606674194336,6.0,5,3,5,15702,7479.16328125,8368.6671875,1,14322.546875,15254.4125,6.0,1,0,0,0,0,0,0,0,0,1
15705-2-11-1,1,2,39.0,1,1.0,1,1,0,171.927291870117,6.0,4,3,3,15705,9910.339192708334,5054.606770833333,1,5946.4203125,4527.881640625,6.0,1,0,0,0,0,0,0,0,0,1
15705-15-11-1,1,2,41.0,1,1.0,0,0,0,171.927291870117,3.0,4,3,2,15705,24985.169921875,21533.103515625,0,28469.865234375,36625.5625,6.0,1,0,0,0,0,0,0,0,0,0
15705-68-11-1,1,1,45.0,1,1.0,0,0,0,171.927291870117,5.0,4,3,4,15705,6997.22509765625,8558.1416015625,1,11433.26171875,10847.44140625,11.0,0,0,0,0,0,1,0,1,0,1
15706-42-11-1,1,1,61.0,1,1.0,0,0,0,180.606674194336,5.0,5,3,2,15706,6084.54248046875,6963.63232421875,0,3620.07421875,5875.46142578125,6.0,1,0,0,0,0,0,0,0,0,0
15706-75-11-1,1,1,45.0,1,1.0,0,0,0,180.606674194336,5.0,5,3,5,15706,5607.95625,3927.405859375,0,6154.99296875,3699.21953125,6.0,1,0,0,0,0,0,0,0,0,0
15729-2-11-1,1,1,44.0,1,0.0,0,0,0,276.81689453125,6.0,5,6,6,15729,44470.97916666666,8340.660807291666,0,13640.9140625,8267.160807291666,6.0,1,0,0,0,0,0,0,0,0,0
15729-127-11-1,1,1,28.0,1,1.0,0,0,0,276.81689453125,6.0,5,6,3,15729,14712.432291666666,6827.9609375,0,2526.2607421875,6748.94384765625,6.0,1,0,0,0,0,0,0,0,0,0
15729-150-11-1,1,2,39.0,1,0.0,1,1,0,276.81689453125,6.0,5,6,3,15729,8337.495442708334,8593.736979166666,0,10937.47265625,10554.866536458334,6.0,1,0,0,0,0,0,0,0,0,0
15730-8-11-1,1,2,57.0,1,1.0,1,1,0,258.768676757813,8.0,5,6,1,15730,13043.228515625,11739.1005859375,0,11081.5087890625,8805.076171875,6.0,1,0,0,0,0,0,0,0,0,0
15730-41-11-1,1,1,33.0,1,1.0,1,1,0,258.768676757813,6.0,5,6,3,15730,5070.988932291667,4837.123697916667,1,2722.80712890625,9146.342447916666,,0,0,0,0,0,0,0,0,1,1
15731-31-11-1,1,1,75.0,1,0.0,0,0,0,1129.51428222656,4.0,5,6,2,15731,29178.583984375,13081.7158203125,0,34742.25390625,12959.236328125,6.0,1,0,0,0,0,0,0,0,0,0
15731-52-11-1,1,1,63.0,1,0.0,1,1,0,1129.51428222656,6.0,5,6,2,15731,38134.8203125,17952.130859375,0,18127.302734375,12947.4638671875,9.0,0,0,0,1,0,0,0,1,0,0
15731-72-11-1,1,1,63.0,1,1.0,0,0,0,1129.51428222656,6.0,5,6,2,15731,14516.9033203125,9527.98046875,1,29960.958984375,12173.564453125,6.0,1,0,0,0,0,0,0,0,0,1
15731-132-11-1,1,1,60.0,1,1.0,1,0,0,1129.51428222656,6.0,5,6,3,15731,8728.23828125,10601.1328125,0,9536.696614583334,4942.341145833333,6.0,1,0,0,0,0,0,0,0,0,0
15732-17-11-1,1,1,38.0,1,1.0,1,1,0,282.546539306641,9.0,5,6,4,15732,12594.2080078125,8301.6376953125,0,8710.01171875,8301.484375,6.0,1,0,0,0,0,0,0,0,0,0
15732-83-11-1,1,2,42.0,1,1.0,1,1,0,282.546539306641,8.0,5,6,5,15732,6097.22734375,5372.533203125,0,9083.05234375,7362.240625,7.0,0,1,0,0,0,0,0,1,0,0
15732-131-11-1,1,2,55.0,1,1.0,0,0,0,282.546539306641,3.0,5,6,3,15732,9592.600260416666,5082.756184895833,0,21332.865885416668,11155.052083333334,12.0,0,0,0,0,0,0,1,1,0,0
15733-11-11-1,1,1,32.0,1,1.0,0,0,0,276.81689453125,6.0,4,6,4,15733,2606.25,2234.45068359375,0,3546.3359375,3316.271484375,6.0,1,0,0,0,0,0,0,0,0,0
15733-15-11-1,1,2,29.0,1,1.0,0,0,0,276.81689453125,6.0,4,6,4,15733,16187.302734375,8502.1376953125,0,16675.939453125,8968.9345703125,6.0,1,0,0,0,0,0,0,0,0,0
15734-32-11-1,1,2,25.0,1,1.0,1,1,0,282.546539306641,9.0,5,6,3,15734,12598.09765625,5847.450520833333,0,16796.346354166668,4595.100911458333,6.0,1,0,0,0,0,0,0,0,0,0
15734-42-11-1,1,1,56.0,1,1.0,0,0,0,282.546539306641,7.0,5,6,3,15734,8632.548828125,8752.563151041666,0,11640.416666666666,7866.541666666667,6.0,1,0,0,0,0,0,0,0,0,0
15735-1-11-1,1,1,65.0,1,1.0,0,0,0,282.546539306641,6.0,4,6,2,15735,7650.0859375,8440.029296875,0,8636.7314453125,8173.771484375,6.0,1,0,0,0,0,0,0,0,0,0
15735-16-11-1,1,1,49.0,1,1.0,0,0,0,282.546539306641,5.0,4,6,4,15735,5952.1376953125,3885.517333984375,0,4979.0,4122.8310546875,8.0,0,0,1,0,0,0,0,1,0,0
15736-5-11-1,1,1,57.0,1,0.0,0,0,0,258.768676757813,6.0,5,6,4,15736,12107.62109375,11307.0595703125,1,19396.794921875,13110.6982421875,7.0,0,1,0,0,0,0,0,1,0,1
15736-16-11-1,1,2,70.0,1,1.0,0,0,0,258.768676757813,8.0,5,6,1,15736,14162.150390625,15751.935546875,0,16200.16015625,15969.6904296875,6.0,1,0,0,0,0,0,0,0,0,0
15736-48-11-1,1,1,78.0,1,1.0,0,0,0,258.768676757813,3.0,5,6,1,15736,3304.0,6852.18115234375,0,18133.767578125,7505.5361328125,6.0,1,0,0,0,0,0,0,0,0,0
15736-60-11-1,1,1,49.0,1,0.0,0,0,0,258.768676757813,6.0,5,6,3,15736,6319.721354166667,5687.629557291667,0,3485.4296875,4705.12109375,10.0,0,0,0,0,1,0,0,1,0,0
15736-72-11-1,1,1,39.0,1,1.0,1,1,0,258.768676757813,7.0,5,6,4,15736,12220.4326171875,7762.63427734375,0,22607.904296875,13391.9716796875,8.0,0,0,1,0,0,0,0,1,0,0
15740-218-11-1,1,2,64.0,1,1.0,0,0,0,68.3042068481445,1.0,7,3,5,15740,11120.403125,5413.15859375,0,10697.36328125,6991.46875,6.0,1,0,0,0,0,0,0,0,0,0
15740-220-11-1,1,2,42.0,1,1.0,0,0,0,68.3042068481445,3.0,7,3,6,15740,5952.5546875,5028.295572916667,0,17957.71875,5552.547230113636,11.0,0,0,0,0,0,1,0,1,0,0
15740-222-11-1,1,1,62.0,1,1.0,0,0,0,68.3042068481445,5.0,7,3,4,15740,17580.5390625,9199.59765625,0,13319.01953125,7048.817708333333,6.0,1,0,0,0,0,0,0,0,0,0
15746-182-11-1,1,2,47.0,1,1.0,1,1,0,76.5594711303711,6.0,7,3,5,15746,7624.034375,4833.384375,0,8579.1875,8004.12734375,8.0,0,0,1,0,0,0,0,1,0,0
15746-381-11-1,1,1,56.0,1,1.0,0,0,0,76.5594711303711,6.0,7,3,3,15746,9020.149088541666,9692.420572916666,0,15055.046875,8483.417317708334,6.0,1,0,0,0,0,0,0,0,0,0
15750-135-11-1,1,1,43.0,1,1.0,0,0,0,66.6390228271484,6.0,7,3,1,15750,13737.912109375,20522.70703125,0,24872.591796875,26034.787109375,8.0,0,0,1,0,0,0,0,1,0,0
15750-270-11-1,1,1,67.0,1,1.0,0,0,0,66.6390228271484,7.0,7,3,1,15750,16542.349609375,8549.3203125,0,13442.826171875,13637.5478515625,6.0,1,0,0,0,0,0,0,0,0,0
15750-272-11-1,1,1,66.0,1,1.0,0,0,0,66.6390228271484,6.0,7,3,1,15750,17082.400390625,12012.259765625,0,10178.0947265625,7645.3251953125,6.0,1,0,0,0,0,0,0,0,0,0
15750-273-11-1,1,1,78.0,1,1.0,0,0,0,66.6390228271484,3.0,7,3,1,15750,14975.0068359375,5501.69921875,0,16907.970703125,6393.62890625,6.0,1,0,0,0,0,0,0,0,0,0
15752-21-11-1,1,1,60.0,1,1.0,0,0,0,68.3042068481445,5.0,8,3,1,15752,15241.580078125,10605.845703125,0,5589.88671875,4686.6220703125,6.0,1,0,0,0,0,0,0,0,0,0
15752-23-11-1,1,2,32.0,1,1.0,0,0,0,68.3042068481445,5.0,8,3,3,15752,8481.733723958334,4650.263346354167,0,5230.653645833333,8279.780598958334,10.0,0,0,0,0,1,0,0,1,0,0
15752-24-11-1,1,1,71.0,1,1.0,0,0,0,68.3042068481445,10.0,8,3,3,15752,17190.524739583332,10995.97265625,0,7866.609375,11252.932291666666,6.0,1,0,0,0,0,0,0,0,0,0
15752-76-11-1,1,1,61.0,1,0.0,0,0,0,68.3042068481445,4.0,8,3,3,15752,7659.81640625,4198.583984375,0,8766.602213541666,4782.521158854167,6.0,1,0,0,0,0,0,0,0,0,0
15752-77-11-1,1,1,57.0,1,1.0,0,0,0,68.3042068481445,6.0,8,3,1,15752,13529.8310546875,11682.4140625,0,15136.9658203125,13744.17578125,6.0,1,0,0,0,0,0,0,0,0,0
15752-78-11-1,1,1,57.0,1,1.0,0,0,0,68.3042068481445,3.0,8,3,1,15752,15691.7119140625,12880.1103515625,0,30012.58333333333,14176.576822916666,6.0,1,0,0,0,0,0,0,0,0,0
15752-79-11-1,1,1,55.0,1,1.0,0,0,0,68.3042068481445,5.0,8,3,2,15752,7895.44873046875,11626.533203125,0,5127.38818359375,9391.80078125,8.0,0,0,1,0,0,0,0,1,0,0
15752-80-11-1,1,1,60.0,1,1.0,0,0,0,68.3042068481445,4.0,8,3,2,15752,13717.083984375,7083.46923828125,1,7591.6787109375,8555.37109375,6.0,1,0,0,0,0,0,0,0,0,1
15755-29-11-1,1,1,75.0,1,1.0,0,0,0,76.5594711303711,6.0,7,3,3,15755,28598.682291666668,11668.615885416666,0,4355.443359375,6183.3203125,6.0,1,0,0,0,0,0,0,0,0,0
15755-31-11-1,1,1,68.0,1,1.0,0,0,0,76.5594711303711,4.0,7,3,1,15755,5235.3056640625,4904.67041015625,0,8176.04150390625,6612.90380859375,11.0,0,0,0,0,0,1,0,1,0,0
15755-116-11-1,1,1,60.0,1,1.0,0,0,0,76.5594711303711,4.0,7,3,2,15755,11830.7353515625,4162.68701171875,0,7861.29345703125,6204.70263671875,6.0,1,0,0,0,0,0,0,0,0,0
15755-117-11-1,1,1,56.0,1,1.0,1,1,0,76.5594711303711,5.0,7,3,2,15755,14847.6806640625,13183.6396484375,0,26577.42578125,16812.19140625,7.0,0,1,0,0,0,0,0,1,0,0
15755-118-11-1,1,1,40.0,1,1.0,0,0,0,76.5594711303711,5.0,7,3,2,15755,18420.669921875,12903.5380859375,0,25733.828125,16420.72265625,6.0,1,0,0,0,0,0,0,0,0,0
15766-16-11-1,1,1,77.0,1,1.0,0,0,0,163.327453613281,4.0,8,6,3,15766,5131.152994791667,3520.934895833333,0,3234.6666666666665,1202.2688802083333,6.0,1,0,0,0,0,0,0,0,0,0
15766-48-11-1,1,1,69.0,1,1.0,0,0,0,163.327453613281,5.0,8,6,2,15766,8713.0,2553.426513671875,0,16198.5126953125,4668.19091796875,6.0,1,0,0,0,0,0,0,0,0,0
15766-49-11-1,1,1,28.0,1,0.0,0,0,0,163.327453613281,7.0,8,6,4,15766,45637.94140625,4303.34375,1,9329.29296875,8394.6708984375,6.0,1,0,0,0,0,0,0,0,0,1
15771-49-11-1,1,2,67.0,1,1.0,0,0,0,154.288711547852,1.0,6,6,1,15771,17016.73046875,6824.0771484375,0,5890.421875,7652.8388671875,6.0,1,0,0,0,0,0,0,0,0,0
15771-78-11-1,1,2,70.0,1,1.0,0,0,0,154.288711547852,3.0,6,6,2,15771,15032.1826171875,4626.6171875,0,6718.166015625,3094.95947265625,6.0,1,0,0,0,0,0,0,0,0,0
15772-13-11-1,1,2,74.0,1,1.0,0,0,0,158.062057495117,3.0,8,6,2,15772,15961.77734375,2502.137451171875,0,9334.5517578125,2821.839599609375,6.0,1,0,0,0,0,0,0,0,0,0
15772-14-11-1,1,2,53.0,1,1.0,0,0,0,158.062057495117,4.0,8,6,3,15772,8889.633463541666,3766.1858723958335,0,7402.607421875,6686.543619791667,9.0,0,0,0,1,0,0,0,1,0,0
15772-34-11-1,1,1,50.0,1,1.0,0,0,0,158.062057495117,4.0,8,6,5,15772,3404.19296875,713.971533203126,0,2740.8875,3100.9486328125,6.0,1,0,0,0,0,0,0,0,0,0
15773-7-11-1,1,2,56.0,1,1.0,0,0,0,158.062057495117,6.0,6,6,3,15773,12232.0859375,3900.5390625,0,8096.7431640625,5816.65966796875,8.0,0,0,1,0,0,0,0,1,0,0
15773-17-11-1,1,1,59.0,1,1.0,0,0,0,158.062057495117,4.0,6,6,1,15773,5995.32861328125,4206.79296875,0,17202.517578125,6972.35107421875,6.0,1,0,0,0,0,0,0,0,0,0
15773-27-11-1,1,2,55.0,1,1.0,0,0,0,158.062057495117,3.0,6,6,1,15773,9754.5009765625,3462.703125,0,24875.904296875,11169.158203125,6.0,1,0,0,0,0,0,0,0,0,0
15773-37-11-1,1,2,33.0,1,0.0,1,0,0,158.062057495117,6.0,6,6,4,15773,12054.2841796875,7633.08984375,0,10307.655598958334,9632.429036458334,6.0,1,0,0,0,0,0,0,0,0,0
15773-57-11-1,1,1,60.0,1,1.0,0,0,0,158.062057495117,6.0,6,6,3,15773,8768.274739583334,9340.950520833334,0,11751.819010416666,10663.724609375,6.0,1,0,0,0,0,0,0,0,0,0
15773-67-11-1,1,1,41.0,1,1.0,0,0,0,158.062057495117,6.0,6,6,5,15773,5114.533203125,4667.542578125,0,23489.8890625,7577.0828125,6.0,1,0,0,0,0,0,0,0,0,0
15773-97-11-1,1,2,46.0,1,1.0,0,0,0,158.062057495117,6.0,6,6,2,15773,9926.521484375,10330.794921875,0,8355.6953125,13537.708333333334,8.0,0,0,1,0,0,0,0,1,0,0
15774-5-11-1,1,2,59.0,1,1.0,0,0,0,158.062057495117,4.0,8,6,2,15774,7437.02490234375,8269.419921875,0,15552.4130859375,17084.837890625,6.0,1,0,0,0,0,0,0,0,0,0
15774-7-11-1,1,2,53.0,1,1.0,0,0,0,158.062057495117,5.0,8,6,3,15774,6456.240885416667,3460.1451822916665,0,3685.3597005208335,2697.1691080729165,12.0,0,0,0,0,0,0,1,1,0,0
15774-8-11-1,1,1,69.0,1,1.0,0,0,0,158.062057495117,6.0,8,6,4,15774,5761.78369140625,2927.4384765625,0,4129.666015625,2744.846923828125,6.0,1,0,0,0,0,0,0,0,0,0
15774-37-11-1,1,2,57.0,1,1.0,0,0,0,158.062057495117,3.0,8,6,4,15774,4757.41796875,2542.73876953125,0,5810.754557291667,5944.633463541667,9.0,0,0,0,1,0,0,0,1,0,0
15774-38-11-1,1,1,32.0,1,1.0,0,0,0,158.062057495117,5.0,8,6,4,15774,1797.754150390625,3682.287841796875,0,8183.541015625,2356.802978515625,6.0,1,0,0,0,0,0,0,0,0,0
15774-39-11-1,1,1,44.0,1,1.0,0,0,0,158.062057495117,5.0,8,6,5,15774,6304.541796875,6583.76484375,0,1079.984765625,3180.375,6.0,1,0,0,0,0,0,0,0,0,0
15776-31-11-1,1,1,81.0,1,1.0,0,0,0,154.288711547852,3.0,8,6,2,15776,4639.1748046875,4041.88720703125,0,6512.02685546875,15094.8505859375,6.0,1,0,0,0,0,0,0,0,0,0
15776-32-11-1,1,1,61.0,1,1.0,0,0,0,154.288711547852,4.0,8,6,4,15776,9843.5087890625,5031.21923828125,0,7600.29345703125,8598.359375,6.0,1,0,0,0,0,0,0,0,0,0
15776-67-11-1,1,1,42.0,1,1.0,0,0,0,154.288711547852,6.0,8,6,4,15776,32766.56640625,4050.35693359375,0,23298.1875,14230.6357421875,6.0,1,0,0,0,0,0,0,0,0,0
15776-70-11-1,1,2,83.0,1,1.0,0,0,0,154.288711547852,1.0,8,6,5,15776,6089.244140625,3110.891015625,0,7209.55029296875,8194.859375,6.0,1,0,0,0,0,0,0,0,0,0
15776-72-11-1,1,1,42.0,1,1.0,0,0,0,154.288711547852,6.0,8,6,5,15776,2431.628515625,3093.1396484375,0,8081.5265625,3445.5015625,12.0,0,0,0,0,0,0,1,1,0,0
15777-6-11-1,1,1,43.0,1,1.0,0,0,0,154.288711547852,7.0,6,6,7,15777,2912.007254464286,3247.1015625,0,8457.26171875,2909.1466796875,6.0,1,0,0,0,0,0,0,0,0,0
15777-9-11-1,1,1,61.0,1,1.0,0,0,0,154.288711547852,4.0,6,6,2,15777,3427.736083984375,4799.93359375,0,6179.9619140625,5565.2431640625,8.0,0,0,1,0,0,0,0,1,0,0
15777-28-11-1,1,1,44.0,1,1.0,1,0,0,154.288711547852,6.0,6,6,6,15777,5062.3935546875,4080.72265625,0,2848.3531901041665,3262.1080729166665,8.0,0,0,1,0,0,0,0,1,0,0
15777-32-11-1,1,1,43.0,1,1.0,0,0,0,154.288711547852,6.0,6,6,6,15777,4952.880533854167,6448.716796875,0,5277.75390625,6543.3916015625,8.0,0,0,1,0,0,0,0,1,0,0
15777-75-11-1,1,1,40.0,1,1.0,0,0,0,154.288711547852,5.0,6,6,6,15777,7916.811197916667,1763.5577799479167,1,28420.0,18347.3828125,8.0,0,0,1,0,0,0,0,1,0,1
15778-42-11-1,1,1,68.0,1,1.0,0,0,0,158.062057495117,6.0,7,6,2,15778,7145.80712890625,8405.669921875,0,11681.33984375,5821.92431640625,6.0,1,0,0,0,0,0,0,0,0,0
15778-43-11-1,1,1,81.0,1,1.0,0,0,0,158.062057495117,5.0,7,6,3,15778,3317.900716145833,2446.5242513020835,0,4050.902018229168,3928.1136067708335,6.0,1,0,0,0,0,0,0,0,0,0
15778-129-11-1,1,1,42.0,1,1.0,0,0,0,158.062057495117,5.0,7,6,4,15778,8460.162109375,10753.4521484375,1,8651.552734375,8389.7275390625,7.0,0,1,0,0,0,0,0,1,0,1
15778-130-11-1,1,1,48.0,1,1.0,0,0,0,158.062057495117,5.0,7,6,4,15778,9433.044921875,4652.9345703125,0,2346.90771484375,4416.2939453125,8.0,0,0,1,0,0,0,0,1,0,0
15778-132-11-1,1,1,81.0,1,1.0,0,0,0,158.062057495117,3.0,7,6,2,15778,10159.15234375,3846.489013671875,0,2991.84057617188,2460.36352539063,6.0,1,0,0,0,0,0,0,0,0,0
15778-134-11-1,1,1,83.0,1,1.0,0,0,0,158.062057495117,3.0,7,6,2,15778,6073.49853515625,3386.589111328125,0,9951.822265625,4378.833984375,6.0,1,0,0,0,0,0,0,0,0,0
15800-4-11-1,1,2,28.0,1,1.0,1,1,0,18.0577507019043,10.0,2,5,3,15800,11801.666666666666,5289.1884765625,0,3919.3232421875,4582.609049479167,6.0,1,0,0,0,0,0,0,0,0,0
15800-24-11-1,1,2,36.0,1,1.0,0,0,0,18.0577507019043,3.0,2,5,3,15800,5862.383463541667,4434.7529296875,0,6981.20625,4901.687109375,6.0,1,0,0,0,0,0,0,0,0,0
15800-169-11-1,1,1,51.0,1,1.0,0,0,0,18.0577507019043,6.0,2,5,4,15800,7846.19384765625,8545.1064453125,0,7386.44921875,8614.822265625,6.0,1,0,0,0,0,0,0,0,0,0
15807-91-11-1,1,1,49.0,1,1.0,0,0,0,205.901565551758,8.0,2,5,5,15807,3500.725,4542.7734375,0,5227.763671875,4369.37421875,6.0,1,0,0,0,0,0,0,0,0,0
15807-132-11-1,1,2,81.0,1,1.0,0,0,0,205.901565551758,3.0,2,5,2,15807,13838.5849609375,14111.7724609375,0,10697.556640625,11947.60546875,6.0,1,0,0,0,0,0,0,0,0,0
15810-44-11-1,1,1,66.0,1,1.0,0,0,0,23.0944938659668,6.0,2,5,3,15810,13487.333333333334,16021.149739583334,0,14471.16015625,12187.481770833334,6.0,1,0,0,0,0,0,0,0,0,0
15810-70-11-1,1,2,43.0,1,0.0,1,1,0,23.0944938659668,11.0,2,5,3,15810,29478.41145833333,22483.19270833333,1,32214.338541666668,34707.71875,,0,0,0,0,0,0,0,0,0,1
15810-132-11-1,1,2,57.0,1,0.0,0,0,0,23.0944938659668,8.0,2,5,2,15810,25010.33984375,19047.72265625,1,19681.88020833333,11699.79296875,7.0,0,1,0,0,0,0,0,1,0,1
15812-34-11-1,1,1,54.0,1,0.0,0,0,0,207.465179443359,6.0,2,5,2,15812,29239.638671875,8203.953125,0,18700.255859375,8506.3662109375,6.0,1,0,0,0,0,0,0,0,0,0
15815-42-11-1,1,2,61.0,1,1.0,0,0,0,326.1591796875,4.0,2,5,4,15815,2282.778564453125,1830.576416015625,0,3731.0966796875,3016.03173828125,12.0,0,0,0,0,0,0,1,1,0,0
15815-58-11-1,1,2,61.0,1,1.0,0,0,0,326.1591796875,6.0,2,5,2,15815,7948.51806640625,7961.27001953125,0,6814.98388671875,10855.390625,6.0,1,0,0,0,0,0,0,0,0,0
15815-75-11-1,1,2,30.0,1,1.0,1,1,0,326.1591796875,5.0,2,5,4,15815,3844.92919921875,6829.54541015625,0,4697.3603515625,6005.77490234375,11.0,0,0,0,0,0,1,0,1,0,0
15816-13-11-1,1,1,28.0,1,0.0,1,1,0,340.792907714844,6.0,2,5,5,15816,6760.53671875,6516.425,1,12055.3015625,6246.081640625,7.0,0,1,0,0,0,0,0,1,0,1
15816-21-11-1,1,2,44.0,1,1.0,0,0,0,340.792907714844,6.0,2,5,5,15816,4054.733203125,3734.665234375,0,5874.321875,5606.465234375,6.0,1,0,0,0,0,0,0,0,0,0
15816-42-11-1,1,1,67.0,1,1.0,0,0,0,340.792907714844,1.0,2,5,6,15816,8373.297526041666,4986.360677083333,0,11174.796875,6093.952473958333,6.0,1,0,0,0,0,0,0,0,0,0
15816-58-11-1,1,1,38.0,1,1.0,1,1,0,340.792907714844,6.0,2,5,4,15816,5752.25634765625,6038.2138671875,0,10702.5576171875,7785.7177734375,7.0,0,1,0,0,0,0,0,1,0,0
15816-72-11-1,1,1,53.0,1,1.0,0,0,0,340.792907714844,5.0,2,5,4,15816,8227.4521484375,5430.7744140625,0,4851.92724609375,4921.8701171875,6.0,1,0,0,0,0,0,0,0,0,0
15817-3-11-1,1,2,41.0,1,0.0,1,1,0,428.027221679688,10.0,2,5,3,15817,16572.821614583332,8742.592447916666,0,16359.865885416666,13105.140625,7.0,0,1,0,0,0,0,0,1,0,0
15817-43-11-1,1,1,39.0,1,1.0,1,1,0,428.027221679688,6.0,2,5,5,15817,3353.37734375,3330.9375,0,7932.209635416667,5618.65625,6.0,1,0,0,0,0,0,0,0,0,0
15817-62-11-1,1,1,37.0,1,0.0,1,0,0,428.027221679688,8.0,2,5,4,15817,6037.75830078125,6695.068359375,1,4185.6201171875,4397.4990234375,7.0,0,1,0,0,0,0,0,1,0,1
15818-8-11-1,1,1,37.0,1,1.0,0,0,0,141.207855224609,6.0,2,5,5,15818,4900.238671875,3297.10390625,0,3958.76015625,4450.1015625,6.0,1,0,0,0,0,0,0,0,0,0
15818-67-11-1,1,2,66.0,1,0.0,1,1,0,141.207855224609,11.0,2,5,4,15818,29759.3671875,20477.255859375,1,21400.794921875,18398.935546875,6.0,1,0,0,0,0,0,0,0,0,1
15818-91-11-1,1,1,62.0,1,1.0,0,0,0,141.207855224609,6.0,2,5,3,15818,8032.248046875,7378.425130208333,0,7896.32470703125,7312.8232421875,8.0,0,0,1,0,0,0,0,1,0,0
15819-20-11-1,1,2,45.0,1,1.0,0,0,0,326.1591796875,6.0,2,5,3,15819,4725.575520833333,7414.598958333333,0,10325.7998046875,6585.552734375,6.0,1,0,0,0,0,0,0,0,0,0
